AddressofRecordZIPCode,SnapshotDate,PrimaryAreaOfPractice,CountOfLicensees
93544,6/1/2019,Pathology,0
93544,6/1/2019,General Surgery,0
93544,6/1/2019,Dermatology,0
93544,6/1/2019,Gastroenterology,0
93544,6/1/2019,General Practice,0
93544,6/1/2019,Neurology,0
93544,6/1/2019,Oncology,0
93544,6/1/2019,Otolaryngology,0
93544,6/1/2019,Urology,0
93544,6/1/2019,Plastic Surgery,0
93544,6/1/2019,Nephrology,0
93544,6/1/2019,Pulmonary,0
93544,6/1/2019,Physical Medicine and Rehabilitation,0
93544,6/1/2019,Infectious Disease,0
93544,6/1/2019,Endocrinology,0
93544,6/1/2019,All Other Specialties,0
93544,6/1/2019,No Response,1
93545,6/1/2019,Internal Medicine,1
93545,6/1/2019,Family Medicine,0
93545,6/1/2019,Pediatrics,0
93545,6/1/2019,Psychiatry,0
93545,6/1/2019,Anesthesiology,0
93545,6/1/2019,Radiology,0
93545,6/1/2019,Emergency Medicine,1
93545,6/1/2019,Obstetrics and Gynecology,0
93545,6/1/2019,Cardiology,0
93545,6/1/2019,Orthopedic Surgery,0
93545,6/1/2019,Ophthalmology,0
93545,6/1/2019,Pathology,0
93545,6/1/2019,General Surgery,0
93545,6/1/2019,Dermatology,0
93545,6/1/2019,Gastroenterology,0
93545,6/1/2019,General Practice,0
93545,6/1/2019,Neurology,0
93545,6/1/2019,Oncology,0
93545,6/1/2019,Otolaryngology,0
93545,6/1/2019,Urology,0
93545,6/1/2019,Plastic Surgery,0
93545,6/1/2019,Nephrology,0
93545,6/1/2019,Pulmonary,0
93545,6/1/2019,Physical Medicine and Rehabilitation,0
93545,6/1/2019,Infectious Disease,0
93545,6/1/2019,Endocrinology,0
93545,6/1/2019,All Other Specialties,0
93545,6/1/2019,No Response,0
93546,6/1/2019,Internal Medicine,2
93546,6/1/2019,Family Medicine,3
93546,6/1/2019,Pediatrics,2
93546,6/1/2019,Psychiatry,1
93546,6/1/2019,Anesthesiology,2
93546,6/1/2019,Radiology,1
93546,6/1/2019,Emergency Medicine,10
93546,6/1/2019,Obstetrics and Gynecology,1
93546,6/1/2019,Cardiology,0
93546,6/1/2019,Orthopedic Surgery,1
93546,6/1/2019,Ophthalmology,0
93546,6/1/2019,Pathology,0
93546,6/1/2019,General Surgery,4
93546,6/1/2019,Dermatology,0
93546,6/1/2019,Gastroenterology,0
93546,6/1/2019,General Practice,0
93546,6/1/2019,Neurology,0
93546,6/1/2019,Oncology,0
93546,6/1/2019,Otolaryngology,0
93546,6/1/2019,Urology,0
93546,6/1/2019,Plastic Surgery,0
93546,6/1/2019,Nephrology,0
93546,6/1/2019,Pulmonary,0
93546,6/1/2019,Physical Medicine and Rehabilitation,0
93546,6/1/2019,Infectious Disease,0
93546,6/1/2019,Endocrinology,0
93546,6/1/2019,All Other Specialties,0
93546,6/1/2019,No Response,5
93550,6/1/2019,Internal Medicine,0
93550,6/1/2019,Family Medicine,1
93550,6/1/2019,Pediatrics,2
93550,6/1/2019,Psychiatry,2
93550,6/1/2019,Anesthesiology,0
93550,6/1/2019,Radiology,0
93550,6/1/2019,Emergency Medicine,0
93550,6/1/2019,Obstetrics and Gynecology,0
93550,6/1/2019,Cardiology,0
93550,6/1/2019,Orthopedic Surgery,0
93550,6/1/2019,Ophthalmology,0
93550,6/1/2019,Pathology,0
93550,6/1/2019,General Surgery,0
93550,6/1/2019,Dermatology,0
93550,6/1/2019,Gastroenterology,0
93550,6/1/2019,General Practice,2
93550,6/1/2019,Neurology,0
93550,6/1/2019,Oncology,0
93550,6/1/2019,Otolaryngology,0
93550,6/1/2019,Urology,0
93550,6/1/2019,Plastic Surgery,0
93550,6/1/2019,Nephrology,0
93550,6/1/2019,Pulmonary,0
93550,6/1/2019,Physical Medicine and Rehabilitation,0
93550,6/1/2019,Infectious Disease,0
93550,6/1/2019,Endocrinology,0
93550,6/1/2019,All Other Specialties,0
93550,6/1/2019,No Response,4
93551,6/1/2019,Internal Medicine,10
93551,6/1/2019,Family Medicine,14
93551,6/1/2019,Pediatrics,4
93551,6/1/2019,Psychiatry,2
93551,6/1/2019,Anesthesiology,10
93551,6/1/2019,Radiology,3
93551,6/1/2019,Emergency Medicine,1
93551,6/1/2019,Obstetrics and Gynecology,1
93551,6/1/2019,Cardiology,1
93551,6/1/2019,Orthopedic Surgery,4
93551,6/1/2019,Ophthalmology,0
93551,6/1/2019,Pathology,1
93551,6/1/2019,General Surgery,3
93551,6/1/2019,Dermatology,1
93551,6/1/2019,Gastroenterology,0
93551,6/1/2019,General Practice,6
93551,6/1/2019,Neurology,0
93551,6/1/2019,Oncology,3
93551,6/1/2019,Otolaryngology,2
93551,6/1/2019,Urology,0
93551,6/1/2019,Plastic Surgery,1
93551,6/1/2019,Nephrology,0
93551,6/1/2019,Pulmonary,0
93551,6/1/2019,Physical Medicine and Rehabilitation,0
93551,6/1/2019,Infectious Disease,0
93551,6/1/2019,Endocrinology,0
93551,6/1/2019,All Other Specialties,11
93551,6/1/2019,No Response,14
93552,6/1/2019,Internal Medicine,3
93552,6/1/2019,Family Medicine,3
93552,6/1/2019,Pediatrics,5
93552,6/1/2019,Psychiatry,0
93552,6/1/2019,Anesthesiology,0
93552,6/1/2019,Radiology,0
93552,6/1/2019,Emergency Medicine,0
93552,6/1/2019,Obstetrics and Gynecology,0
93552,6/1/2019,Cardiology,0
93552,6/1/2019,Orthopedic Surgery,0
93552,6/1/2019,Ophthalmology,0
93552,6/1/2019,Pathology,0
93552,6/1/2019,General Surgery,0
93552,6/1/2019,Dermatology,0
93552,6/1/2019,Gastroenterology,0
93552,6/1/2019,General Practice,0
93552,6/1/2019,Neurology,0
93552,6/1/2019,Oncology,0
93552,6/1/2019,Otolaryngology,0
93552,6/1/2019,Urology,0
93552,6/1/2019,Plastic Surgery,0
93552,6/1/2019,Nephrology,0
93552,6/1/2019,Pulmonary,0
93552,6/1/2019,Physical Medicine and Rehabilitation,0
93552,6/1/2019,Infectious Disease,0
93552,6/1/2019,Endocrinology,0
93552,6/1/2019,All Other Specialties,0
93552,6/1/2019,No Response,6
93555,6/1/2019,Internal Medicine,4
93555,6/1/2019,Family Medicine,3
93555,6/1/2019,Pediatrics,3
93555,6/1/2019,Psychiatry,0
93555,6/1/2019,Anesthesiology,1
93555,6/1/2019,Radiology,0
93555,6/1/2019,Emergency Medicine,1
93555,6/1/2019,Obstetrics and Gynecology,1
93555,6/1/2019,Cardiology,2
93555,6/1/2019,Orthopedic Surgery,1
93555,6/1/2019,Ophthalmology,1
93555,6/1/2019,Pathology,0
93555,6/1/2019,General Surgery,3
93555,6/1/2019,Dermatology,0
93555,6/1/2019,Gastroenterology,2
93555,6/1/2019,General Practice,1
93555,6/1/2019,Neurology,0
93555,6/1/2019,Oncology,1
93555,6/1/2019,Otolaryngology,0
93555,6/1/2019,Urology,0
93555,6/1/2019,Plastic Surgery,0
93555,6/1/2019,Nephrology,0
93555,6/1/2019,Pulmonary,0
93555,6/1/2019,Physical Medicine and Rehabilitation,0
93555,6/1/2019,Infectious Disease,0
93555,6/1/2019,Endocrinology,0
93555,6/1/2019,All Other Specialties,4
93555,6/1/2019,No Response,2
93556,6/1/2019,Internal Medicine,1
93556,6/1/2019,Family Medicine,1
93556,6/1/2019,Pediatrics,0
93556,6/1/2019,Psychiatry,0
93556,6/1/2019,Anesthesiology,0
93556,6/1/2019,Radiology,0
93556,6/1/2019,Emergency Medicine,0
93556,6/1/2019,Obstetrics and Gynecology,1
93556,6/1/2019,Cardiology,1
93556,6/1/2019,Orthopedic Surgery,0
93556,6/1/2019,Ophthalmology,0
93556,6/1/2019,Pathology,0
93556,6/1/2019,General Surgery,0
93556,6/1/2019,Dermatology,0
93556,6/1/2019,Gastroenterology,0
93556,6/1/2019,General Practice,0
93556,6/1/2019,Neurology,0
93556,6/1/2019,Oncology,0
93556,6/1/2019,Otolaryngology,0
93556,6/1/2019,Urology,0
93556,6/1/2019,Plastic Surgery,0
93556,6/1/2019,Nephrology,0
93556,6/1/2019,Pulmonary,0
93556,6/1/2019,Physical Medicine and Rehabilitation,0
93556,6/1/2019,Infectious Disease,0
93556,6/1/2019,Endocrinology,0
93556,6/1/2019,All Other Specialties,0
93556,6/1/2019,No Response,0
93561,6/1/2019,Internal Medicine,2
93561,6/1/2019,Family Medicine,6
93561,6/1/2019,Pediatrics,1
93561,6/1/2019,Psychiatry,0
93561,6/1/2019,Anesthesiology,0
93561,6/1/2019,Radiology,0
93561,6/1/2019,Emergency Medicine,1
93561,6/1/2019,Obstetrics and Gynecology,0
93561,6/1/2019,Cardiology,0
93561,6/1/2019,Orthopedic Surgery,0
93561,6/1/2019,Ophthalmology,0
93561,6/1/2019,Pathology,0
93561,6/1/2019,General Surgery,0
93561,6/1/2019,Dermatology,0
93561,6/1/2019,Gastroenterology,0
93561,6/1/2019,General Practice,0
93561,6/1/2019,Neurology,0
93561,6/1/2019,Oncology,0
93561,6/1/2019,Otolaryngology,0
93561,6/1/2019,Urology,0
93561,6/1/2019,Plastic Surgery,0
93561,6/1/2019,Nephrology,0
93561,6/1/2019,Pulmonary,0
93561,6/1/2019,Physical Medicine and Rehabilitation,0
93561,6/1/2019,Infectious Disease,0
93561,6/1/2019,Endocrinology,0
93561,6/1/2019,All Other Specialties,1
93561,6/1/2019,No Response,1
93563,6/1/2019,Internal Medicine,0
93563,6/1/2019,Family Medicine,0
93563,6/1/2019,Pediatrics,0
93563,6/1/2019,Psychiatry,0
93563,6/1/2019,Anesthesiology,0
93563,6/1/2019,Radiology,0
93563,6/1/2019,Emergency Medicine,0
93563,6/1/2019,Obstetrics and Gynecology,0
93563,6/1/2019,Cardiology,0
93563,6/1/2019,Orthopedic Surgery,0
93563,6/1/2019,Ophthalmology,0
93563,6/1/2019,Pathology,0
93563,6/1/2019,General Surgery,0
93563,6/1/2019,Dermatology,0
93563,6/1/2019,Gastroenterology,0
93563,6/1/2019,General Practice,0
93563,6/1/2019,Neurology,0
93563,6/1/2019,Oncology,0
93563,6/1/2019,Otolaryngology,0
93563,6/1/2019,Urology,0
93563,6/1/2019,Plastic Surgery,0
93563,6/1/2019,Nephrology,0
93563,6/1/2019,Pulmonary,0
93563,6/1/2019,Physical Medicine and Rehabilitation,0
93563,6/1/2019,Infectious Disease,0
93563,6/1/2019,Endocrinology,0
93563,6/1/2019,All Other Specialties,0
93563,6/1/2019,No Response,1
93581,6/1/2019,Internal Medicine,1
93581,6/1/2019,Family Medicine,1
93581,6/1/2019,Pediatrics,0
93581,6/1/2019,Psychiatry,0
93581,6/1/2019,Anesthesiology,0
93581,6/1/2019,Radiology,0
93581,6/1/2019,Emergency Medicine,0
93581,6/1/2019,Obstetrics and Gynecology,0
93581,6/1/2019,Cardiology,0
93581,6/1/2019,Orthopedic Surgery,0
93581,6/1/2019,Ophthalmology,0
93581,6/1/2019,Pathology,0
93581,6/1/2019,General Surgery,0
93581,6/1/2019,Dermatology,0
93581,6/1/2019,Gastroenterology,0
93581,6/1/2019,General Practice,0
93581,6/1/2019,Neurology,0
93581,6/1/2019,Oncology,0
93581,6/1/2019,Otolaryngology,0
93581,6/1/2019,Urology,0
93581,6/1/2019,Plastic Surgery,0
93581,6/1/2019,Nephrology,0
93581,6/1/2019,Pulmonary,0
93581,6/1/2019,Physical Medicine and Rehabilitation,0
93581,6/1/2019,Infectious Disease,0
93581,6/1/2019,Endocrinology,0
93581,6/1/2019,All Other Specialties,0
93581,6/1/2019,No Response,2
93586,6/1/2019,Internal Medicine,0
93586,6/1/2019,Family Medicine,0
93586,6/1/2019,Pediatrics,1
93586,6/1/2019,Psychiatry,0
93586,6/1/2019,Anesthesiology,0
93586,6/1/2019,Radiology,0
93586,6/1/2019,Emergency Medicine,0
93586,6/1/2019,Obstetrics and Gynecology,1
93586,6/1/2019,Cardiology,0
93586,6/1/2019,Orthopedic Surgery,0
93586,6/1/2019,Ophthalmology,0
93586,6/1/2019,Pathology,0
93586,6/1/2019,General Surgery,0
93586,6/1/2019,Dermatology,0
93586,6/1/2019,Gastroenterology,0
93586,6/1/2019,General Practice,0
93586,6/1/2019,Neurology,0
93586,6/1/2019,Oncology,0
93586,6/1/2019,Otolaryngology,0
93586,6/1/2019,Urology,0
93586,6/1/2019,Plastic Surgery,0
93586,6/1/2019,Nephrology,0
93586,6/1/2019,Pulmonary,0
93586,6/1/2019,Physical Medicine and Rehabilitation,0
93586,6/1/2019,Infectious Disease,0
93586,6/1/2019,Endocrinology,0
93586,6/1/2019,All Other Specialties,0
93586,6/1/2019,No Response,0
93590,6/1/2019,Internal Medicine,0
93590,6/1/2019,Family Medicine,0
93590,6/1/2019,Pediatrics,0
93590,6/1/2019,Psychiatry,0
93590,6/1/2019,Anesthesiology,0
93590,6/1/2019,Radiology,0
93590,6/1/2019,Emergency Medicine,0
93590,6/1/2019,Obstetrics and Gynecology,0
93590,6/1/2019,Cardiology,0
93590,6/1/2019,Orthopedic Surgery,0
93590,6/1/2019,Ophthalmology,0
93590,6/1/2019,Pathology,0
93590,6/1/2019,General Surgery,1
93590,6/1/2019,Dermatology,0
93590,6/1/2019,Gastroenterology,0
93590,6/1/2019,General Practice,0
93590,6/1/2019,Neurology,0
93590,6/1/2019,Oncology,0
93590,6/1/2019,Otolaryngology,0
93590,6/1/2019,Urology,0
93590,6/1/2019,Plastic Surgery,0
93590,6/1/2019,Nephrology,0
93590,6/1/2019,Pulmonary,0
93590,6/1/2019,Physical Medicine and Rehabilitation,0
93590,6/1/2019,Infectious Disease,0
93590,6/1/2019,Endocrinology,0
93590,6/1/2019,All Other Specialties,0
93590,6/1/2019,No Response,0
93599,6/1/2019,Internal Medicine,0
93599,6/1/2019,Family Medicine,0
93599,6/1/2019,Pediatrics,0
93599,6/1/2019,Psychiatry,0
93599,6/1/2019,Anesthesiology,0
93599,6/1/2019,Radiology,0
93599,6/1/2019,Emergency Medicine,0
93599,6/1/2019,Obstetrics and Gynecology,0
93599,6/1/2019,Cardiology,0
93599,6/1/2019,Orthopedic Surgery,0
93599,6/1/2019,Ophthalmology,0
93599,6/1/2019,Pathology,0
93599,6/1/2019,General Surgery,0
93599,6/1/2019,Dermatology,0
93599,6/1/2019,Gastroenterology,0
93599,6/1/2019,General Practice,0
93599,6/1/2019,Neurology,0
93599,6/1/2019,Oncology,0
93599,6/1/2019,Otolaryngology,0
93599,6/1/2019,Urology,0
93599,6/1/2019,Plastic Surgery,0
93599,6/1/2019,Nephrology,0
93599,6/1/2019,Pulmonary,0
93599,6/1/2019,Physical Medicine and Rehabilitation,0
93599,6/1/2019,Infectious Disease,0
93599,6/1/2019,Endocrinology,0
93599,6/1/2019,All Other Specialties,1
93599,6/1/2019,No Response,0
93602,6/1/2019,Internal Medicine,0
93602,6/1/2019,Family Medicine,0
93602,6/1/2019,Pediatrics,0
93602,6/1/2019,Psychiatry,0
93602,6/1/2019,Anesthesiology,0
93602,6/1/2019,Radiology,0
93602,6/1/2019,Emergency Medicine,0
93602,6/1/2019,Obstetrics and Gynecology,0
93602,6/1/2019,Cardiology,0
93602,6/1/2019,Orthopedic Surgery,0
93602,6/1/2019,Ophthalmology,0
93602,6/1/2019,Pathology,0
93602,6/1/2019,General Surgery,0
93602,6/1/2019,Dermatology,0
93602,6/1/2019,Gastroenterology,0
93602,6/1/2019,General Practice,0
93602,6/1/2019,Neurology,0
93602,6/1/2019,Oncology,0
93602,6/1/2019,Otolaryngology,0
93602,6/1/2019,Urology,0
93602,6/1/2019,Plastic Surgery,0
93602,6/1/2019,Nephrology,0
93602,6/1/2019,Pulmonary,0
93602,6/1/2019,Physical Medicine and Rehabilitation,0
93602,6/1/2019,Infectious Disease,0
93602,6/1/2019,Endocrinology,0
93602,6/1/2019,All Other Specialties,1
93602,6/1/2019,No Response,1
93610,6/1/2019,Internal Medicine,3
93610,6/1/2019,Family Medicine,4
93610,6/1/2019,Pediatrics,0
93610,6/1/2019,Psychiatry,3
93610,6/1/2019,Anesthesiology,0
93610,6/1/2019,Radiology,0
93610,6/1/2019,Emergency Medicine,0
93610,6/1/2019,Obstetrics and Gynecology,1
93610,6/1/2019,Cardiology,0
93610,6/1/2019,Orthopedic Surgery,0
93610,6/1/2019,Ophthalmology,0
93610,6/1/2019,Pathology,0
93610,6/1/2019,General Surgery,0
93610,6/1/2019,Dermatology,0
93610,6/1/2019,Gastroenterology,0
93610,6/1/2019,General Practice,0
93610,6/1/2019,Neurology,0
93610,6/1/2019,Oncology,0
93610,6/1/2019,Otolaryngology,0
93610,6/1/2019,Urology,0
93610,6/1/2019,Plastic Surgery,0
93610,6/1/2019,Nephrology,0
93610,6/1/2019,Pulmonary,0
93610,6/1/2019,Physical Medicine and Rehabilitation,0
93610,6/1/2019,Infectious Disease,0
93610,6/1/2019,Endocrinology,0
93610,6/1/2019,All Other Specialties,0
93610,6/1/2019,No Response,1
93611,6/1/2019,Internal Medicine,12
93611,6/1/2019,Family Medicine,27
93611,6/1/2019,Pediatrics,4
93611,6/1/2019,Psychiatry,4
93611,6/1/2019,Anesthesiology,4
93611,6/1/2019,Radiology,6
93611,6/1/2019,Emergency Medicine,3
93611,6/1/2019,Obstetrics and Gynecology,11
93611,6/1/2019,Cardiology,0
93611,6/1/2019,Orthopedic Surgery,4
93611,6/1/2019,Ophthalmology,0
93611,6/1/2019,Pathology,5
93611,6/1/2019,General Surgery,6
93611,6/1/2019,Dermatology,0
93611,6/1/2019,Gastroenterology,0
93611,6/1/2019,General Practice,3
93611,6/1/2019,Neurology,2
93611,6/1/2019,Oncology,3
93611,6/1/2019,Otolaryngology,0
93611,6/1/2019,Urology,3
93611,6/1/2019,Plastic Surgery,0
93611,6/1/2019,Nephrology,0
93611,6/1/2019,Pulmonary,0
93611,6/1/2019,Physical Medicine and Rehabilitation,4
93611,6/1/2019,Infectious Disease,0
93611,6/1/2019,Endocrinology,0
93611,6/1/2019,All Other Specialties,8
93611,6/1/2019,No Response,29
93612,6/1/2019,Internal Medicine,5
93612,6/1/2019,Family Medicine,10
93612,6/1/2019,Pediatrics,7
93612,6/1/2019,Psychiatry,1
93612,6/1/2019,Anesthesiology,0
93612,6/1/2019,Radiology,1
93612,6/1/2019,Emergency Medicine,0
93612,6/1/2019,Obstetrics and Gynecology,1
93612,6/1/2019,Cardiology,1
93612,6/1/2019,Orthopedic Surgery,1
93612,6/1/2019,Ophthalmology,0
93612,6/1/2019,Pathology,0
93612,6/1/2019,General Surgery,0
93612,6/1/2019,Dermatology,0
93612,6/1/2019,Gastroenterology,0
93612,6/1/2019,General Practice,0
93612,6/1/2019,Neurology,0
93612,6/1/2019,Oncology,0
93612,6/1/2019,Otolaryngology,0
93612,6/1/2019,Urology,0
93612,6/1/2019,Plastic Surgery,0
93612,6/1/2019,Nephrology,0
93612,6/1/2019,Pulmonary,0
93612,6/1/2019,Physical Medicine and Rehabilitation,0
93612,6/1/2019,Infectious Disease,0
93612,6/1/2019,Endocrinology,0
93612,6/1/2019,All Other Specialties,4
93612,6/1/2019,No Response,7
93613,6/1/2019,Internal Medicine,4
93613,6/1/2019,Family Medicine,3
93613,6/1/2019,Pediatrics,2
93613,6/1/2019,Psychiatry,3
93613,6/1/2019,Anesthesiology,2
93613,6/1/2019,Radiology,2
93613,6/1/2019,Emergency Medicine,1
93613,6/1/2019,Obstetrics and Gynecology,0
93613,6/1/2019,Cardiology,0
93613,6/1/2019,Orthopedic Surgery,0
93613,6/1/2019,Ophthalmology,0
93613,6/1/2019,Pathology,5
93613,6/1/2019,General Surgery,0
93613,6/1/2019,Dermatology,0
93613,6/1/2019,Gastroenterology,0
93613,6/1/2019,General Practice,0
93613,6/1/2019,Neurology,0
93613,6/1/2019,Oncology,0
93613,6/1/2019,Otolaryngology,0
93613,6/1/2019,Urology,0
93613,6/1/2019,Plastic Surgery,0
93613,6/1/2019,Nephrology,0
93613,6/1/2019,Pulmonary,0
93613,6/1/2019,Physical Medicine and Rehabilitation,0
93613,6/1/2019,Infectious Disease,0
93613,6/1/2019,Endocrinology,0
93613,6/1/2019,All Other Specialties,2
93613,6/1/2019,No Response,2
93614,6/1/2019,Internal Medicine,1
93614,6/1/2019,Family Medicine,1
93614,6/1/2019,Pediatrics,0
93614,6/1/2019,Psychiatry,0
93614,6/1/2019,Anesthesiology,0
93614,6/1/2019,Radiology,2
93614,6/1/2019,Emergency Medicine,0
93614,6/1/2019,Obstetrics and Gynecology,1
93614,6/1/2019,Cardiology,0
93614,6/1/2019,Orthopedic Surgery,0
93614,6/1/2019,Ophthalmology,0
93614,6/1/2019,Pathology,1
93614,6/1/2019,General Surgery,1
93614,6/1/2019,Dermatology,0
93614,6/1/2019,Gastroenterology,0
93614,6/1/2019,General Practice,2
93614,6/1/2019,Neurology,0
93614,6/1/2019,Oncology,0
93614,6/1/2019,Otolaryngology,0
93614,6/1/2019,Urology,0
93614,6/1/2019,Plastic Surgery,0
93614,6/1/2019,Nephrology,0
93614,6/1/2019,Pulmonary,0
93614,6/1/2019,Physical Medicine and Rehabilitation,0
93614,6/1/2019,Infectious Disease,0
93614,6/1/2019,Endocrinology,0
93614,6/1/2019,All Other Specialties,1
93614,6/1/2019,No Response,1
93616,6/1/2019,Internal Medicine,0
93616,6/1/2019,Family Medicine,0
93616,6/1/2019,Pediatrics,0
93616,6/1/2019,Psychiatry,0
93616,6/1/2019,Anesthesiology,0
93616,6/1/2019,Radiology,0
93616,6/1/2019,Emergency Medicine,0
93616,6/1/2019,Obstetrics and Gynecology,0
93616,6/1/2019,Cardiology,0
93616,6/1/2019,Orthopedic Surgery,0
93616,6/1/2019,Ophthalmology,0
93616,6/1/2019,Pathology,0
93616,6/1/2019,General Surgery,0
93616,6/1/2019,Dermatology,0
93616,6/1/2019,Gastroenterology,0
93616,6/1/2019,General Practice,0
93616,6/1/2019,Neurology,0
93616,6/1/2019,Oncology,0
93616,6/1/2019,Otolaryngology,0
93616,6/1/2019,Urology,0
93616,6/1/2019,Plastic Surgery,0
93616,6/1/2019,Nephrology,0
93616,6/1/2019,Pulmonary,0
93616,6/1/2019,Physical Medicine and Rehabilitation,0
93616,6/1/2019,Infectious Disease,0
93616,6/1/2019,Endocrinology,0
93616,6/1/2019,All Other Specialties,1
93616,6/1/2019,No Response,0
93618,6/1/2019,Internal Medicine,2
93618,6/1/2019,Family Medicine,3
93618,6/1/2019,Pediatrics,0
93618,6/1/2019,Psychiatry,0
93618,6/1/2019,Anesthesiology,0
93618,6/1/2019,Radiology,0
93618,6/1/2019,Emergency Medicine,1
93618,6/1/2019,Obstetrics and Gynecology,1
93618,6/1/2019,Cardiology,0
93618,6/1/2019,Orthopedic Surgery,0
93618,6/1/2019,Ophthalmology,0
93618,6/1/2019,Pathology,0
93618,6/1/2019,General Surgery,0
93618,6/1/2019,Dermatology,0
93618,6/1/2019,Gastroenterology,0
93618,6/1/2019,General Practice,1
93618,6/1/2019,Neurology,0
93618,6/1/2019,Oncology,0
93618,6/1/2019,Otolaryngology,0
93618,6/1/2019,Urology,0
93618,6/1/2019,Plastic Surgery,0
93618,6/1/2019,Nephrology,0
93618,6/1/2019,Pulmonary,0
93618,6/1/2019,Physical Medicine and Rehabilitation,0
93618,6/1/2019,Infectious Disease,0
93618,6/1/2019,Endocrinology,0
93618,6/1/2019,All Other Specialties,0
93618,6/1/2019,No Response,1
93619,6/1/2019,Internal Medicine,11
93619,6/1/2019,Family Medicine,4
93619,6/1/2019,Pediatrics,4
93619,6/1/2019,Psychiatry,2
93619,6/1/2019,Anesthesiology,12
93619,6/1/2019,Radiology,5
93619,6/1/2019,Emergency Medicine,4
93619,6/1/2019,Obstetrics and Gynecology,5
93619,6/1/2019,Cardiology,1
93619,6/1/2019,Orthopedic Surgery,2
93619,6/1/2019,Ophthalmology,1
93619,6/1/2019,Pathology,3
93619,6/1/2019,General Surgery,1
93619,6/1/2019,Dermatology,2
93619,6/1/2019,Gastroenterology,2
93619,6/1/2019,General Practice,2
93619,6/1/2019,Neurology,1
93619,6/1/2019,Oncology,0
93619,6/1/2019,Otolaryngology,1
93619,6/1/2019,Urology,0
93619,6/1/2019,Plastic Surgery,1
93619,6/1/2019,Nephrology,0
93619,6/1/2019,Pulmonary,2
93619,6/1/2019,Physical Medicine and Rehabilitation,0
93619,6/1/2019,Infectious Disease,0
93619,6/1/2019,Endocrinology,1
93619,6/1/2019,All Other Specialties,8
93619,6/1/2019,No Response,20
93622,6/1/2019,Internal Medicine,1
93622,6/1/2019,Family Medicine,4
93622,6/1/2019,Pediatrics,0
93622,6/1/2019,Psychiatry,0
93622,6/1/2019,Anesthesiology,0
93622,6/1/2019,Radiology,0
93622,6/1/2019,Emergency Medicine,0
93622,6/1/2019,Obstetrics and Gynecology,0
93622,6/1/2019,Cardiology,0
93622,6/1/2019,Orthopedic Surgery,0
93622,6/1/2019,Ophthalmology,0
93622,6/1/2019,Pathology,0
93622,6/1/2019,General Surgery,0
93622,6/1/2019,Dermatology,0
93622,6/1/2019,Gastroenterology,0
93622,6/1/2019,General Practice,0
93622,6/1/2019,Neurology,0
93622,6/1/2019,Oncology,0
93622,6/1/2019,Otolaryngology,0
93622,6/1/2019,Urology,0
93622,6/1/2019,Plastic Surgery,0
93622,6/1/2019,Nephrology,0
93622,6/1/2019,Pulmonary,0
93622,6/1/2019,Physical Medicine and Rehabilitation,0
93622,6/1/2019,Infectious Disease,0
93622,6/1/2019,Endocrinology,0
93622,6/1/2019,All Other Specialties,0
93622,6/1/2019,No Response,0
93625,6/1/2019,Internal Medicine,0
93625,6/1/2019,Family Medicine,3
93625,6/1/2019,Pediatrics,0
93625,6/1/2019,Psychiatry,0
93625,6/1/2019,Anesthesiology,0
93625,6/1/2019,Radiology,1
93625,6/1/2019,Emergency Medicine,0
93625,6/1/2019,Obstetrics and Gynecology,0
93625,6/1/2019,Cardiology,0
93625,6/1/2019,Orthopedic Surgery,0
93625,6/1/2019,Ophthalmology,0
93625,6/1/2019,Pathology,0
93625,6/1/2019,General Surgery,0
93625,6/1/2019,Dermatology,0
93625,6/1/2019,Gastroenterology,0
93625,6/1/2019,General Practice,0
93625,6/1/2019,Neurology,0
